OSM_ESTIMATED_HEIGHT_M,levels_clean,DISTRICT,RERA_ID,PROJECT_NAME,PROMOTER_NAME,LOCATION_PIN_CODE,LATITUDE,LONGITUDE,PROPOSED_DATE_OF_COMPLETION,REVISED_PROPOSED_DATE_OF_COMPLETION,EXTENDED_DATE_OF_COMPLETION,PROJECT_TYPE,PROJECT_AREA_(SQMTS),RECREATIONAL_OPEN_SPACE,SANCTIONED_FSI,DATE_LAST_MODIFIED,CASES_COUNT,COMPLAINTS_COUNT,NUMBER_OF_APPARTMENTS,NUMBER_OF_BOOKED_APPARTMENTS,NUMBER_OF_BASEMENTS,NUMBER_OF_PLINTH,NUMBER_OF_PODIUMS,NUMBER_OF_SANCTIONED_FLOORS,NUMBER_OF_STILTS,TOTAL_NO__OF_OPEN_PARKING_AS_PER_SANCTIONED_PLAN_(4-WHEELER+2-WHEELER),NUMBER_OF_CLOSED_PARKING,SOURCE_REGION,CLEAN_PODIUMS,NON_RESIDENTIAL_FLOORS,RESIDENTIAL_START_FLOOR,TOTAL_LEVELS,HABITABLE_RESIDENTIAL_FLOORS,PODIUM_PARKING_RANGE,REFUGE_FLOORS,EST_FLATS_PER_FLOOR,FINAL_FLOORS,CLEAN_BASEMENTS,STRUCTURAL_HEIGHT_M,GROUND_ELEVATION_MSL_M,TERRAIN_HEIGHT_M,BUILT_VOLUME_CBM,HEIGHT_TIER,BASE_ULPIN_ID
21.7,7.0,Mumbai City,P51900011926,CHANDRA DARSHAN HEIGHTS,COMMERCIAL DEVELOPERS,400012,18.986361,72.834119,31-12-2019,30-12-2023,0,Residential,1695.66,135.65,3985.64,03-11-2024,0,0,48,16,0.0,1,3,23,1,0,52,mumbai-city,3,4,5,7,3,Ground to Floor 4,,1329,23.0,,71.3,11.82,11.82,20950700.0,High-Rise,IN-MH-MUM-P51900011926-18986
12.4,4.0,Mumbai City,P51900008408,BOMBAY XI,Tattva & Mittal Lifespaces Pvt Ltd,400011,18.980146,72.829572,31-12-2019,30-12-2022,12/30/2023,Residential,3902.0,308.79,19979.36,03-07-2024,1,2,209,90,2.0,1,1,37,1,0,1,mumbai-city,1,2,3,4,2,Ground to Floor 2,,9990,37.0,,114.7,11.51,11.51,241674334.43,Skyscraper,IN-MH-MUM-P51900008408-18980
21.7,7.0,Mumbai City,P51900005432,Celestia Spaces,Peninsula Land Limited,400015,18.99322334,72.84825352,31-03-2020,30-06-2021,12/30/2022,Residential,12288.02,4238.44,48912.0,01-08-2024,4,34,386,379,2.0,2,12,126,2,18,973,mumbai-city,0,2,3,7,5,Ground to Floor 2,,9782,126.0,,390.6,12.16,12.16,1863198066.14,Skyscraper,IN-MH-MUM-P51900005432-18993
21.7,7.0,Mumbai City,P51900054797,BISMILLAH SPACE RESIDENCY,NIRBAN INFRASTRUCTURE PVT LTD,400008,18.964488,72.830843,31-12-2027,31-12-2027,0,Residential,626.26,0.0,8278.08,01/18/2024,0,0,176,0,1.0,1,7,36,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,1183,36.0,,111.6,10.72,10.72,16071114.18,Skyscraper,IN-MH-MUM-P51900054797-18964
21.7,7.0,Mumbai City,P51900009466,FORTUNE MIGNAS,Namla Developers Private Limited,400008,18.975874,72.823868,31-12-2018,31-12-2018,0,Residential,704.02,0.0,2852.0,05/13/2021,0,0,17,6,0.0,1,0,22,0,0,31,mumbai-city,0,0,1,7,7,Ground Only,,407,22.0,,68.2,11.29,11.29,6224381.62,High-Rise,IN-MH-MUM-P51900009466-18975
18.6,6.0,Mumbai City,P51900010998,AURUM Heights,Komal Developers,400011,18.97966456,72.82708862,,,06/30/2022,Residential,1704.86,120.02,4147.06,11-03-2022,0,0,32,18,1.0,1,2,21,1,0,61,mumbai-city,2,3,4,6,3,Ground to Floor 3,,11,6.0,,18.6,11.48,11.48,21917485.81,Mid-Rise,IN-MH-MUM-P51900010998-18979
21.7,7.0,Mumbai City,P51900010963,The Primordial house,Sambhavparshva Developers Pvt Ltd.,400026,18.96310599,72.81100435,30-12-2022,30-12-2023,0,Residential,858.0,0.0,5295.51,03-08-2024,0,1,21,21,1.0,2,4,21,2,0,2,mumbai-city,4,6,7,7,1,Ground to Floor 6,,5296,21.0,,65.1,10.66,10.66,14084997.5,High-Rise,IN-MH-MUM-P51900010963-18963
21.7,7.0,Mumbai City,P51900001201,SHREEPATI JEWELS,SHREEPATI JEWELS,400004,18.954118,72.823894,31-12-2020,30-12-2024,0,Residential,15480.44,1750.83,53295.45,03-09-2024,7,8,693,502,2.0,7,5,266,0,506,114,mumbai-city,5,5,6,7,2,Ground to Floor 5,,26648,266.0,,824.6,10.21,10.21,2557614749.59,Skyscraper,IN-MH-MUM-P51900001201-18954
21.7,7.0,Mumbai City,P51900015871,Atlas Royal B,Atlas Infratech Pvt.Ltd,400004,18.953265,72.82359,30-12-2022,30-12-2022,12/29/2023,Residential,1079.72,86.6,7410.44,10/25/2023,0,0,24,7,0.0,1,0,21,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,1059,21.0,,65.1,10.16,10.16,24803720.86,High-Rise,IN-MH-MUM-P51900015871-18953
21.7,7.0,Mumbai City,P51900005752,PURAV HEIGHTS,BHRUGU CHANDRAKANT KHAKHAR,400004,18.9533531,72.82265,31-12-2022,30-12-2024,0,Residential,1084.36,90.39,3802.03,02-10-2023,0,0,45,31,0.0,3,0,65,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,543,65.0,,201.5,10.17,10.17,12780584.68,Skyscraper,IN-MH-MUM-P51900005752-18953
21.7,7.0,Mumbai City,P51900005282,RAJ CONSTRUCTIONS,SHAKEEL AHMED MOHAMMED YUNUS,400002,18.9469113,72.8269997,31-12-2017,31-03-2018,03/31/2019,Residential,396.32,0.0,2595.99,01/13/2021,0,1,52,45,0.0,1,3,24,0,0,20,mumbai-city,3,3,4,7,4,Ground to Floor 3,,649,24.0,,74.4,9.85,9.85,3189412.55,High-Rise,IN-MH-MUM-P51900005282-18946
21.7,7.0,Mumbai Suburban,P51800000862,Rustomjee Paramount - Wing E,KEYSTONE REALTORS LIMITED,400052,19.076458,72.829052,30-06-2019,30-11-2020,0,Residential,468.88,0.0,7744.28,12/31/2022,7,0,42,34,0.0,1,0,23,1,0,0,mumbai-suburban,0,1,2,7,6,Ground to Floor 1,,1291,23.0,,71.3,16.32,16.32,11256527.82,High-Rise,IN-MH-MUM-P51800000862-19076
21.7,7.0,Mumbai Suburban,P51800033826,BLUE LOTUS,RISHABRAJ ESTATE DEVELOPERS PVT LTD,400052,19.0769177,72.8299691,31-12-2025,31-12-2025,0,Residential,864.6,0.0,1995.76,02-12-2024,0,0,17,2,0.0,1,2,12,1,0,50,mumbai-suburban,2,3,4,7,4,Ground to Floor 3,,499,12.0,,37.2,16.35,16.35,5349155.7,High-Rise,IN-MH-MUM-P51800033826-19076
31.0,10.0,Mumbai City,P51900008923,Shree Nakoda Heights,M/s Royal Developers,400033,18.978827,72.839003,31-12-2019,31-12-2019,12/31/2024,Residential,1915.66,0.0,8061.94,01/24/2022,1,2,208,148,0.0,1,4,23,0,0,100,mumbai-city,4,4,5,10,6,Ground to Floor 4,,1344,23.0,,71.3,11.44,11.44,47876201.54,High-Rise,IN-MH-MUM-P51900008923-18978
21.7,7.0,Mumbai City,P51900010419,SHREE VARDHMAN,DEEKAY REALTORS LLP,400004,18.958019,72.823784,31-07-2024,30-09-2025,0,Residential,177.6,0.0,1840.9,11/26/2021,3,0,6,0,1.0,1,3,19,1,0,1,mumbai-city,3,4,5,7,3,Ground to Floor 4,,614,19.0,,58.9,10.4,10.4,1013525.9,High-Rise,IN-MH-MUM-P51900010419-18958
21.7,7.0,Mumbai City,P51900020887,Lifescapes Siddhant,Meridian Construction Pvt. Ltd.,400004,18.95889816,72.82497362,30-12-2024,30-12-2024,0,Residential,1696.49,316.43,11461.78,03/22/2024,1,0,121,65,0.0,1,0,24,0,0,82,mumbai-city,0,0,1,7,7,Ground Only,,1637,24.0,,74.4,10.44,10.44,60278864.97,High-Rise,IN-MH-MUM-P51900020887-18958
12.4,4.0,Mumbai City,P51900003718,Pankaj Height,M/S Volition Investments Private Limited,400004,18.956914,72.823474,30-06-2018,31-12-2018,0,Residential,727.46,0.0,4299.2,03-12-2020,1,0,3,0,0.0,1,3,22,0,1,0,mumbai-city,3,3,4,4,1,Ground to Floor 3,,4299,22.0,,68.2,10.35,10.35,9695237.7,High-Rise,IN-MH-MUM-P51900003718-18956
21.7,7.0,Mumbai City,P51900009675,NEO ORNATE,NARESH  MEHTA,400004,18.9579877,72.8214399,30-11-2019,30-12-2022,12/28/2023,Residential,430.6,430.6,4100.0,04-12-2023,0,0,27,22,2.0,1,0,24,0,0,20,mumbai-city,0,0,1,7,7,Ground Only,,586,24.0,,74.4,10.4,10.4,5472926.0,High-Rise,IN-MH-MUM-P51900009675-18957
21.7,7.0,Mumbai City,P51900012370,KANAK HEIGHT,SHANTILAL MISHRIMAL CHANDAN,400004,18.9579877,72.8214399,30-09-2017,31-12-2017,0,Residential,181.95,0.0,1588.2,03-10-2021,0,0,57,48,0.0,1,0,24,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,227,24.0,,74.4,10.4,10.4,895816.27,High-Rise,IN-MH-MUM-P51900012370-18957
21.7,7.0,Mumbai City,P51900012476,NEO PEARL,UNIVERSAL BUILDERS & DEVELOPERS,400004,18.9579877,72.8214399,31-03-2015,31-12-2017,12/31/2018,Residential,138.8,46.05,1830.69,02/20/2023,0,0,16,13,0.0,0,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,262,23.0,,71.3,10.4,10.4,787709.29,High-Rise,IN-MH-MUM-P51900012476-18957
21.7,7.0,Mumbai City,P51900011194,lakadawala sapphire 19 to 22 floor,sadique anwar koradia,400004,18.9579877,72.8214399,31-12-2011,31-12-2018,0,Residential,298.5,109.39,2315.61,01/16/2019,0,0,8,5,0.0,1,4,5,0,0,0,mumbai-city,4,4,5,7,3,Ground to Floor 4,,772,5.0,,15.5,10.4,10.4,2142749.71,Mid-Rise,IN-MH-MUM-P51900011194-18957
21.7,7.0,Mumbai City,P51900012655,SAI EKVIRA SADAN,K Merchant Construction Ltd,400004,18.9579877,72.8214399,31-12-2020,30-12-2021,0,Residential,627.31,0.0,3400.02,07/31/2017,3,1,72,38,0.0,1,0,20,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,486,20.0,,62.0,10.4,10.4,6611886.29,High-Rise,IN-MH-MUM-P51900012655-18957
21.7,7.0,Mumbai City,P51900003343,Chandan Signature,PAVAN KUMAR BACHHRAJ CHANDAN,400004,18.9579877,72.8214399,21-05-2018,30-12-2023,0,Others,851.17,0.0,7960.45,03/19/2024,0,0,132,99,0.0,1,8,19,0,0,88,mumbai-city,0,0,1,7,7,Ground Only,,1137,19.0,,58.9,10.4,10.4,21004658.3,High-Rise,IN-MH-MUM-P51900003343-18957
21.7,7.0,Mumbai City,P51900012983,RAAJDEEP ARCADE,RAAJDEEP BUILDERS AND DEVELOPERS,400004,18.9579877,72.8214399,31-12-2020,30-12-2023,0,Residential,612.88,0.0,3765.15,03-01-2024,0,0,2,0,0.0,1,0,19,0,0,42,mumbai-city,0,0,1,7,7,Ground Only,,538,19.0,,58.9,10.4,10.4,7153513.91,High-Rise,IN-MH-MUM-P51900012983-18957
21.7,7.0,Mumbai City,P51900010038,NEBULA,RUBBERWALA REALTY,400004,18.9579877,72.8214399,30-06-2025,30-06-2026,0,Residential,1214.89,88.41,9081.96,03/13/2024,1,5,55,0,0.0,1,4,37,0,0,0,mumbai-city,4,4,5,7,3,Ground to Floor 4,,3027,37.0,,114.7,10.4,10.4,34204105.39,Skyscraper,IN-MH-MUM-P51900010038-18957
21.7,7.0,Mumbai City,P51900014574,Gandhi Niwas CHS LTD,Ashok Rajaram Gupta,400004,18.9579877,72.8214399,30-12-2024,30-12-2024,0,Residential,484.86,0.0,1103.2,12/18/2018,0,0,20,0,1.0,1,0,21,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,158,21.0,,65.1,10.4,10.4,1658182.41,High-Rise,IN-MH-MUM-P51900014574-18957
21.7,7.0,Mumbai City,P51900008194,LEELA TARA,SAKAAR DEVELOPERS,400004,18.9579877,72.8214399,31-03-2019,31-03-2019,0,Residential,421.41,0.0,2638.97,11/21/2022,0,0,17,11,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,377,23.0,,71.3,10.4,10.4,3447473.88,High-Rise,IN-MH-MUM-P51900008194-18957
21.7,7.0,Mumbai City,P51900008285,NEO AMITY,NARESH  MEHTA,400004,18.9579877,72.8214399,31-12-2020,30-12-2023,0,Residential,546.78,164.13,2962.0,01/16/2024,0,0,16,4,1.0,1,0,20,0,0,38,mumbai-city,0,0,1,7,7,Ground Only,,423,20.0,,62.0,10.4,10.4,5020643.32,High-Rise,IN-MH-MUM-P51900008285-18957
21.7,7.0,Mumbai City,P51900008041,NEO CLARISSA,FAITH BUILD INFRA LLP,400004,18.9579877,72.8214399,31-08-2020,28-08-2023,0,Residential,1255.62,1255.62,4237.0,09-04-2023,0,0,23,17,2.0,1,0,9,1,0,60,mumbai-city,0,1,2,7,6,Ground to Floor 1,,706,9.0,,27.9,10.4,10.4,16492192.01,Mid-Rise,IN-MH-MUM-P51900008041-18957
21.7,7.0,Mumbai City,P51900008314,Earth Darshan,M/s. Earth Graphics,400004,18.9579877,72.8214399,19-06-2021,19-06-2021,12/18/2023,Residential,1269.75,107.7,8863.33,05/31/2023,5,0,3,3,1.0,1,0,25,0,0,82,mumbai-city,0,0,1,7,7,Ground Only,,1266,25.0,,77.5,10.4,10.4,34888061.13,High-Rise,IN-MH-MUM-P51900008314-18957
21.7,7.0,Mumbai City,P51900011526,MEHTA SUNSHINE HEIGHTS B WING,CHANDULAL JORAWARMAL MEHTA,400004,18.9579877,72.8214399,31-12-2022,30-12-2023,0,Residential,651.34,0.0,6316.74,03-04-2024,0,0,131,110,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,902,23.0,,71.3,10.4,10.4,12754470.84,High-Rise,IN-MH-MUM-P51900011526-18957
21.7,7.0,Mumbai City,P51900007083,AADITYA RESIDENCES,M/S. A.K. DEVELOPERS,400004,18.9579877,72.8214399,31-12-2025,30-12-2026,0,Residential,681.44,331.16,4270.47,04-07-2023,1,1,96,71,0.0,1,0,18,0,0,56,mumbai-city,0,0,1,7,7,Ground Only,,610,18.0,,55.8,10.4,10.4,9021214.14,High-Rise,IN-MH-MUM-P51900007083-18957
21.7,7.0,Mumbai City,P51900010342,VALENCIA PARADISE,PARADISE ASSOCIATES,400004,18.9579877,72.8214399,31-12-2017,31-12-2018,12/31/2019,Others,733.28,0.0,4792.4,01/16/2023,6,1,146,146,0.0,1,3,20,0,0,0,mumbai-city,3,3,4,7,4,Ground to Floor 3,,1198,20.0,,62.0,10.4,10.4,10893930.32,High-Rise,IN-MH-MUM-P51900010342-18957
21.7,7.0,Mumbai City,P51900003845,AADITYA LUXURIA,M/S. A.K. DEVELOPERS,400004,18.9579877,72.8214399,31-03-2021,30-12-2024,0,Residential,1024.35,373.73,8172.0,11/21/2022,0,0,24,0,0.0,1,0,19,0,0,70,mumbai-city,0,0,1,7,7,Ground Only,,1167,19.0,,58.9,10.4,10.4,25950063.42,High-Rise,IN-MH-MUM-P51900003845-18957
21.7,7.0,Mumbai City,P51900005385,PHOENIX-B,YASHASWI BUILDER,400004,18.9579877,72.8214399,31-12-2022,30-12-2023,0,Others,2484.75,342.0,1184.33,09/21/2019,0,0,31,9,0.0,1,10,0,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,169,0.0,,0.0,10.4,10.4,9122568.3,Low-Rise,IN-MH-MUM-P51900005385-18957
21.7,7.0,Mumbai City,P51900011927,AMAN HOUSE,AS DEVELOPER,400004,18.9579877,72.8214399,31-08-2019,31-01-2020,0,Residential,411.93,0.0,2408.16,09-01-2021,0,0,65,39,0.0,1,0,23,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,344,23.0,,71.3,10.4,10.4,3075179.38,High-Rise,IN-MH-MUM-P51900011927-18957
21.7,7.0,Mumbai City,P51900002895,DEEKAY ARIA,DEEKAY DEVELOPER,400004,18.9579877,72.8214399,30-06-2020,30-12-2020,05/30/2022,Residential,544.41,0.0,3612.9,06/29/2021,0,0,91,2,0.0,1,0,0,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,516,0.0,,0.0,10.4,10.4,6097386.56,Low-Rise,IN-MH-MUM-P51900002895-18957
21.7,7.0,Mumbai City,P51900002907,NEO GALAXY,UNIVERSAL BUILDERS & DEVELOPERS,400004,18.9579877,72.8214399,31-12-2019,30-12-2022,12/29/2023,Residential,333.52,95.03,2920.0,01-11-2024,1,2,25,8,0.0,1,2,20,1,0,16,mumbai-city,2,3,4,7,4,Ground to Floor 3,,730,20.0,,62.0,10.4,10.4,3019023.04,High-Rise,IN-MH-MUM-P51900002907-18957
21.7,7.0,Mumbai City,P51900010019,SHREEPATI BAYVIEW,SHREEPATI BUILD INFRA INVESTMENT LIMITED,400004,18.9579877,72.8214399,31-12-2020,30-12-2026,0,Residential,6582.98,415.26,10437.47,03/19/2024,2,2,399,0,5.0,5,0,110,0,133,0,mumbai-city,0,0,1,7,7,Ground Only,,1491,110.0,,341.0,10.4,10.4,212999934.41,Skyscraper,IN-MH-MUM-P51900010019-18957
21.7,7.0,Mumbai City,P51900007633,THE PLATINUM,RUBBERWALA HOUSING & INFRASTRUCTURE LTD.,400004,18.9579877,72.8214399,31-12-2025,30-12-2026,0,Others,4675.62,324.14,23809.37,03/13/2024,8,0,181,133,3.0,1,3,21,1,0,194,mumbai-city,3,4,5,7,3,Ground to Floor 4,,7936,21.0,,65.1,10.4,10.4,345103056.33,High-Rise,IN-MH-MUM-P51900007633-18957
21.7,7.0,Mumbai City,P51900008249,PRASHANT CO-OPERATIVE HOUSING SOCIETY LIMITED,FIFTHWALL BUILDERS PRIVATE LIMITED,400004,18.9579877,72.8214399,31-12-2017,31-12-2017,10/30/2020,Residential,243.83,0.0,1087.26,12/30/2019,0,0,14,14,0.0,1,0,20,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,155,20.0,,62.0,10.4,10.4,821830.48,High-Rise,IN-MH-MUM-P51900008249-18957
21.7,7.0,Mumbai City,P51900046831,Earth Enclave,Earth Graphics,400004,18.95590609,72.82438889,31-12-2027,31-12-2027,0,Residential,2882.32,246.26,18085.36,01/18/2024,0,0,45,5,1.0,1,8,45,1,332,1,mumbai-city,0,1,2,7,6,Ground to Floor 1,,3014,45.0,,139.5,10.3,10.3,161596163.99,Skyscraper,IN-MH-MUM-P51900046831-18955
21.7,7.0,Mumbai City,P51900001899,Lifescapes Ambar,Rohan Developers Pvt. Ltd.,400013,18.958779,72.819583,31-12-2013,31-12-2018,0,Residential,632.12,0.0,2718.75,01/29/2019,0,21,40,40,0.0,1,0,22,1,0,22,mumbai-city,0,1,2,7,6,Ground to Floor 1,,453,22.0,,68.2,10.44,10.44,5327586.38,High-Rise,IN-MH-MUM-P51900001899-18958
21.7,7.0,Mumbai City,P51900013134,Atlas Royal - A,Atlas Infratech Pvt.Ltd,400004,18.953291,72.823592,31-12-2018,31-12-2018,03/31/2023,Residential,1079.72,86.6,7410.44,02/24/2024,0,0,32,26,0.0,1,0,22,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,1059,22.0,,68.2,10.16,10.16,24803720.86,High-Rise,IN-MH-MUM-P51900013134-18953
30.2,9.75,Mumbai City,P51900008576,Shree Laxmi Residency,KSHITIJA INFRASTRUCTURE PVT LTD,400027,18.978403,72.83156,31-03-2018,30-12-2021,0,Residential,5491.69,447.93,38485.51,04/18/2023,0,3,192,159,1.0,1,3,22,2,0,2,mumbai-city,3,5,6,9,4,Ground to Floor 5,,9621,22.0,,68.2,11.42,11.42,655186520.28,High-Rise,IN-MH-MUM-P51900008576-18978
31.0,10.0,Mumbai City,P51900013240,The Baya Victoria,Renaissance Construction ( Janta Sevak nagar ),400011,18.97709465,72.83072717,30-12-2023,30-12-2023,0,Residential,2180.0,0.0,4403.81,04/22/2023,0,0,117,116,2.0,1,2,24,0,0,131,mumbai-city,2,2,3,10,8,Ground to Floor 2,Floor 9,550,24.0,,74.4,11.35,11.35,29760947.98,High-Rise,IN-MH-MUM-P51900013240-18977
6.2,7.0,Mumbai City,P51900000642,Salsette 27,Goodtime Real Estate Development Private Limited,400027,18.98268263,72.8358349,,30-12-2023,0,Others,17344.9,4447.75,38377.43,01-08-2024,0,2,534,404,6.0,2,12,142,2,11,1184,mumbai-city,0,2,3,7,5,Ground to Floor 2,,107,2.0,,6.2,11.63,11.63,2063523325.38,Low-Rise,IN-MH-MUM-P51900000642-18982
18.6,6.0,Mumbai City,P51900004114,EMPIRE SOLITAIRE,AALAY DEVELOPERS,400011,18.977651,72.826868,31-12-2018,31-12-2018,12/31/2023,Residential,1001.11,0.0,3782.66,01/19/2024,0,2,35,34,1.0,1,4,23,0,46,0,mumbai-city,4,4,5,6,2,Ground to Floor 4,,1891,23.0,,71.3,11.38,11.38,11739262.13,High-Rise,IN-MH-MUM-P51900004114-18977
21.7,7.0,Mumbai City,P51900052000,BISMILLAH ARCADE 2,Mohammed Akram Mohammed Husain Nirban,400008,18.97310703,72.82960091,31-12-2025,31-12-2025,0,Residential,793.48,0.0,3820.38,06/28/2023,0,0,90,0,0.0,1,3,23,0,0,36,mumbai-city,3,3,4,7,4,Ground to Floor 3,,955,23.0,,71.3,11.16,11.16,9397324.88,High-Rise,IN-MH-MUM-P51900052000-18973
46.5,15.0,Mumbai City,P51900019931,TOWER E OF BUILDING NO 3-PHASE OF PROJECT NAMED VIVAREA BEING CONSTRUCTED ON PORTION OF PROJECT LAND,GENEXT HARDWARE & PARKS PRIVATE LIMITED,400011,18.97707722,72.82575516,30-06-2024,30-06-2024,0,Residential,57050.17,14851.2,34422.97,08/23/2023,1,0,122,121,2.0,1,1,57,7,0,427,mumbai-city,1,1,2,15,14,Ground to Floor 1,Floor 8,2459,57.0,,176.7,11.35,11.35,6087892500.26,Skyscraper,IN-MH-MUM-P51900019931-18977
21.7,7.0,Mumbai City,P51900015795,ARKADE RISE,Arkade Paradigm,400026,18.970001,72.810765,30-12-2021,30-12-2021,0,Residential,453.42,0.0,1842.62,10-05-2021,0,0,12,8,1.0,1,6,20,1,0,0,mumbai-city,6,7,8,8,1,Ground to Floor 7,,1843,20.0,,62.0,11.0,11.0,2589990.36,High-Rise,IN-MH-MUM-P51900015795-18970
83.7,27.0,Mumbai City,P51900017371,Sumer Trinity Vertical Phase-I,Sumer Builders,400025,19.0112208,72.8299486,30-06-2023,30-06-2023,06/30/2024,Others,2339.0,0.0,5856.76,01-04-2023,6,0,55,8,3.0,1,2,31,1,0,138,mumbai-city,2,3,4,27,24,Ground to Floor 3,"Floor 10, Floor 17, Floor 24",244,31.0,,96.1,13.06,13.06,42466781.08,High-Rise,IN-MH-MUM-P51900017371-19011
21.7,7.0,Mumbai City,P51900005185,Lifescapes Arihant,Rohan Developers Pvt Ltd,400004,18.95724625,72.82001523,31-12-2020,30-06-2021,03/31/2024,Residential,1406.35,92.48,9183.29,03/19/2024,0,1,61,58,0.0,1,0,25,1,0,72,mumbai-city,0,1,2,7,6,Ground to Floor 1,,1531,25.0,,77.5,10.36,10.36,40036251.66,High-Rise,IN-MH-MUM-P51900005185-18957
21.7,7.0,Mumbai City,P51900006367,RUSTOMJEE CROWN -PHASE II,Realgem Buildtech Private Limited,400025,19.010223,72.831078,30-06-2020,30-12-2023,12/29/2024,Residential,8832.93,2208.12,49099.0,01/30/2024,4,14,348,98,3.0,1,10,55,1,0,623,mumbai-city,0,1,2,7,6,Ground to Floor 1,,8183,55.0,,170.5,13.01,13.01,1344432893.22,Skyscraper,IN-MH-MUM-P51900006367-19010
21.7,7.0,Mumbai City,P51900010903,Sanghvi S3 Paradise - Phase 1,Sanghvi Premises Pvt Ltd,400027,18.9793266,72.8382547,31-03-2017,30-12-2021,0,Residential,9490.0,0.0,12184.16,11-10-2021,2,0,282,266,0.0,17,0,74,0,0,0,mumbai-city,0,0,1,7,7,Ground Only,,1741,74.0,,229.4,11.47,11.47,358445803.04,Skyscraper,IN-MH-MUM-P51900010903-18979
21.7,7.0,Mumbai City,P51900008196,MAIMOON TOWER,PARK VIEW DEVELOPERS,400027,18.9793266,72.8382547,31-07-2018,31-12-2018,12/30/2022,Residential,3667.07,1210.13,7543.85,02-12-2024,0,3,68,5,1.0,2,2,41,2,0,2,mumbai-city,2,4,5,7,3,Ground to Floor 4,,2515,41.0,,127.1,11.47,11.47,85757860.66,Skyscraper,IN-MH-MUM-P51900008196-18979
21.7,7.0,Mumbai City,P51900009967,SHAAD RESIDENCY,SHADAB ISLAM QURESHI,400027,18.9793266,72.8382547,31-12-2018,31-12-2019,0,Residential,482.14,0.0,2375.88,06-07-2021,1,3,42,8,1.0,1,2,23,0,0,0,mumbai-city,2,2,3,7,5,Ground to Floor 2,,475,23.0,,71.3,11.47,11.47,3551071.03,High-Rise,IN-MH-MUM-P51900009967-18979
21.7,7.0,Mumbai City,P51900014065,STELLA,SANT SAGAR BUILDERS AND DEVELOPERS PRIVATE LIMITED,400027,18.9793266,72.8382547,31-03-2018,31-03-2018,03/31/2019,Residential,456.0,0.0,1869.24,06/30/2023,0,1,40,26,0.0,1,0,15,1,0,14,mumbai-city,0,1,2,7,6,Ground to Floor 1,,312,15.0,,46.5,11.47,11.47,2642357.66,High-Rise,IN-MH-MUM-P51900014065-18979
21.7,7.0,Mumbai City,P51900003595,RUPAREL VIVANZA,R R Builders,400027,18.9793266,72.8382547,30-11-2021,30-06-2025,03/31/2027,Residential,9197.43,701.11,15352.02,02/15/2023,1,18,663,0,0.0,1,11,40,1,0,688,mumbai-city,0,1,2,7,6,Ground to Floor 1,,2559,40.0,,124.0,11.47,11.47,437717300.86,Skyscraper,IN-MH-MUM-P51900003595-18979
18.6,6.0,Mumbai City,P51800002818,MONTESOUTH-6,SWAYAM REALTORS & TRADERS LLP,400011,18.9810451,72.8267579,30-06-2024,30-06-2025,0,Residential,1475.7,4500.0,0.0,02-06-2024,0,0,53,26,0.0,0,0,9,0,0,108,mumbai-city,0,0,1,6,6,Ground Only,,0,9.0,,27.9,11.55,11.55,0.0,Mid-Rise,IN-MH-MUM-P51800002818-18981
18.6,6.0,Mumbai City,P51900000138,Excalibur by Nahar,NAHAR EXCALIBUR PROJECT PRIVATE LIMITED,400011,18.9810451,72.8267579,30-06-2019,30-06-2019,12/30/2020,Residential,2503.36,201.0,11430.21,03/14/2024,0,0,238,226,3.0,3,5,66,3,5,117,mumbai-city,5,5,6,6,1,Ground to Floor 5,,11430,66.0,,204.6,11.55,11.55,88703184.57,Skyscraper,IN-MH-MUM-P51900000138-18981
18.6,6.0,Mumbai City,P51900001346,MONTESOUTH-5,SWAYAM REALTORS & TRADERS LLP,400011,18.9810451,72.8267579,31-12-2023,30-12-2024,0,Residential,1475.7,0.0,0.0,02-06-2024,0,0,113,101,0.0,0,0,15,0,0,208,mumbai-city,0,0,1,6,6,Ground Only,,0,15.0,,46.5,11.55,11.55,0.0,High-Rise,IN-MH-MUM-P51900001346-18981
18.6,6.0,Mumbai City,P51900008919,KSA PRIDE,KSA AND ASSOCIATES,400011,18.9810451,72.8267579,31-12-2018,31-12-2018,06/30/2023,Residential,835.29,0.0,3512.11,05-10-2023,1,0,28,10,0.0,1,4,20,0,0,34,mumbai-city,4,4,5,6,2,Ground to Floor 4,,1756,20.0,,62.0,11.55,11.55,9094254.12,High-Rise,IN-MH-MUM-P51900008919-18981
